12.32	35
12.32	38
12.32	47
12.69	35
12.69	49
12.86	35
13.18	35
13.38	42
13.57	35
13.57	42
13.65	35
13.73	35
13.73	42
13.89	35
14.07	42
14.48	35
14.63	35
14.81	38
14.81	42
14.99	35
15.06	35
15.14	38
15.33	35
15.51	35
15.51	42
15.51	49
15.66	35
15.99	35
16.17	38
16.17	42
16.33	35
16.41	35
16.5	35
16.67	35
16.67	42
16.67	49
17.05	35
17.4	35
17.57	38
17.57	42
17.77	47
17.91	47
18.09	35
18.32	35
18.32	49
18.44	35
18.76	35
18.95	38
18.95	42
19.12	35
19.12	42
19.22	35
19.3	35
19.47	35
19.66	42
20.03	35
20.03	42
20.19	35
20.36	38
20.36	42
20.53	35
20.61	35
20.7	35
20.85	35
21.05	35
21.05	42
21.05	49
21.22	35
21.55	35
21.73	38
21.73	42
21.91	35
22.09	35
22.26	38
22.26	49
22.6	47
22.96	47
23.14	35
23.28	47
23.47	35
23.85	35
23.85	42
23.85	49
24.02	35
24.56	38
24.56	42
24.9	35
25.08	35
25.28	42
25.64	35
25.95	38
25.95	42
26.12	35
26.66	35
26.66	42
26.82	35
27.33	38
27.33	42
27.68	35
27.87	35
28.08	42
28.4	35
28.71	38
28.71	42
28.89	35
29.42	35
29.42	42
29.58	35
30.11	38
30.11	42
30.46	35
30.64	35
30.83	42
31.16	35
31.49	38
31.49	42
31.67	35
32.22	35
32.22	42
32.39	35
32.9	38
32.9	42
33.25	35
33.43	35
33.61	42
33.93	35
34.28	38
34.28	42
34.46	38
34.66	35
35.02	35
35.02	42
35.02	49
35.67	38
35.67	42
36.02	35
36.21	35
36.41	42
36.73	35
37.08	38
37.08	42
37.25	35
37.8	35
37.8	42
37.96	35
38.48	38
38.48	42
38.84	35
39.02	35
39.22	42
39.53	35
39.86	38
39.86	42
40.04	35
40.57	35
40.57	42
40.57	49
40.73	35
41.27	38
41.27	42
41.63	35
41.81	35
41.99	42
42.31	35
42.64	38
42.64	42
42.82	35
43.36	35
43.36	42
43.55	35
44.07	38
44.07	42
44.43	35
44.6	35
44.77	38
44.77	49
45.12	35
45.28	35
45.46	38
45.46	42
45.65	35
45.82	38
45.82	42
45.99	35
45.99	42
46.17	35
46.17	49
46.52	35
46.52	49
46.86	38
46.86	42
47.2	42
47.58	35
47.58	42
47.92	35
47.92	42
48.27	38
48.27	42
48.44	42
48.62	42
48.98	35
48.99	42
49.31	35
49.31	42
49.67	38
49.67	42
50.01	42
50.36	35
50.37	42
50.72	35
50.72	42
51.04	38
51.04	42
51.4	42
51.57	35
51.76	35
51.76	49
52.1	35
52.1	42
52.1	49
52.46	38
52.46	42
52.79	42
53.16	35
53.16	42
53.49	35
53.49	42
53.49	49
53.83	38
53.83	42
54.17	42
54.17	49
54.34	35
54.52	35
54.53	49
55.05	42
55.22	42
55.4	35
55.56	38
55.56	42
55.96	35
56.1	38
56.1	47
56.43	35
56.6	38
56.61	35
56.78	38
56.96	38
57.12	38
57.32	35
57.32	49
57.66	35
57.66	49
58.01	38
58.01	42
58.36	42
58.72	35
58.73	42
59.06	35
59.06	42
59.42	38
59.42	42
59.61	42
59.78	42
59.94	35
59.94	42
60.13	35
60.13	42
60.3	42
60.48	35
60.48	42
60.65	42
60.83	38
60.83	42
61.17	42
61.52	35
61.52	42
61.86	35
61.86	42
62.22	38
62.22	42
62.57	42
62.75	35
62.93	35
62.93	49
63.25	42
63.62	38
63.62	42
63.95	42
64.33	35
64.33	42
64.67	35
64.67	42
65.02	38
65.02	42
65.37	35
65.52	35
65.69	38
65.69	49
66.02	35
66.2	38
66.2	42
66.54	35
66.71	38
66.71	42
66.89	35
67.08	47
67.24	47
67.42	47
67.59	47
67.78	35
67.78	47
67.94	35
68.11	42
73.4	47
73.41	35
73.41	38
74.12	35
74.12	42
74.12	49
74.29	35
74.59	35
74.77	42
75.12	35
75.12	42
75.3	35
75.47	42
75.82	35
75.82	42
75.99	35
76.15	38
76.15	42
76.32	35
76.4	35
76.48	35
76.67	35
76.86	35
76.86	42
76.86	49
77.02	35
77.37	35
77.55	38
77.55	42
77.72	35
77.72	42
77.82	35
77.9	35
77.9	42
78.08	35
78.28	42
78.68	35
78.68	42
78.81	35
78.96	38
78.96	42
79.13	35
79.22	35
79.3	38
79.49	35
79.67	35
79.67	42
79.67	49
80.16	35
80.33	38
80.33	42
80.7	35
80.7	42
80.88	35
81.05	42
81.4	35
81.4	42
81.56	35
81.73	38
81.73	42
81.9	35
81.98	35
82.07	35
82.26	35
82.45	35
82.45	42
82.45	49
82.62	35
82.94	35
83.12	38
83.12	42
83.3	35
83.48	35
83.64	35
83.82	38
83.82	49
84.17	35
84.17	49
84.34	35
84.51	38
84.51	49
84.68	35
84.86	38
84.86	49
85.04	35
85.22	35
85.22	42
85.22	49
85.37	35
85.77	35
85.94	38
85.94	42
86.31	35
86.31	42
